Name,Address,City,State,Website,Phone Number,Category,Source
"Bronx Green Up, NYBG","2900, Southern, Blvd, The Bronx, NY, 10458",The Bronx,NY,http://www.nybg.org/green_up/,+1 718-817-8026,NYC - Greenmarkets & Gardens,Circular NYC.kml
Morning Glory,"1219, Hoe, Ave, The Bronx, NY, 10459",The Bronx,NY,https://www.google.com/search?q=Morning Glory,+1 212-602-5300,NYC - Greenmarkets & Gardens,Circular NYC.kml
Bathgate Community Garden,"1818, Bathgate, Ave, The Bronx, NY, 10457",The Bronx,NY,https://www.nyrp.org/en/gardens-and-parks/bathgate-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Bainbridge Avenue Garden,"2980, Bainbridge, Ave, The Bronx, NY, 10458",The Bronx,NY,https://www.google.com/search?q=Bainbridge Avenue Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
138th Street,"624, 138th, St, The Bronx, NY, 10454",The Bronx,NY,https://www.google.com/search?q=138th Street,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Cookes Community Garden,"2173, Bathgate, Ave, The Bronx, NY, 10457",The Bronx,NY,https://www.google.com/search?q=Cookes Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
211th St Community Garden,"739, 211th, St, The Bronx, NY, 10467",The Bronx,NY,https://communitygarden.org/,+1 888-244-5881,NYC - Greenmarkets & Gardens,Circular NYC.kml
Target Bronx Community Garden,"1025, Anderson, Ave, The Bronx, NY, 10452",The Bronx,NY,https://www.nyrp.org/en/gardens-and-parks/target-bronx-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Meg’s Community Garden & Edible Forest,"100, Mosholu, Pkwy, The Bronx, NY, 10468",The Bronx,NY,http://www.jamesbaldwinoutdoorlearningcenter.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Woodycrest Community Garden,"94, 162nd, St, The Bronx, NY, 10452",The Bronx,NY,http://instagram.com/woodycrestcommunitygardenbx,+1 718-902-8373,NYC - Greenmarkets & Gardens,Circular NYC.kml
Glover Street Community Garden,"1642, Castle Hill, Ave, The Bronx, NY, 10462",The Bronx,NY,https://www.nyrp.org/green-spaces/garden-details/glover-street-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Morris Park Community Garden,"1000, Sacket, Ave, The Bronx, NY, 10462",The Bronx,NY,https://www.google.com/search?q=Morris Park Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hornaday Community Garden,"851, Hornaday, Pl, The Bronx, NY, 10460",The Bronx,NY,https://www.google.com/search?q=Hornaday Community Garden,+1 347-847-2525,NYC - Greenmarkets & Gardens,Circular NYC.kml
Garden Of Youth,"Garden Of Youth, The Bronx, NY, 10457",The Bronx,NY,https://www.google.com/search?q=Garden Of Youth,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Fordham Bedford Lot-Busters Community Garden,"2597-2599, Bainbridge, Ave, The Bronx, NY, 10458",The Bronx,NY,http://bronxlandtrust.org/,+1 929-356-6061,NYC - Greenmarkets & Gardens,Circular NYC.kml
Anthony Avenue Garden,"2078, Anthony, Ave, The Bronx, NY, 10457",The Bronx,NY,https://www.google.com/search?q=Anthony Avenue Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Clinton Avenue Community Garden,"2044, Prospect, Ave, The Bronx, NY, 10457",The Bronx,NY,https://www.google.com/search?q=Clinton Avenue Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Morris Community Garden,"2116, Morris, Ave, The Bronx, NY, 10453",The Bronx,NY,https://www.google.com/search?q=Morris Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
El Flamboyan Garden,"586, Tinton, Ave, The Bronx, NY, 10455",The Bronx,NY,https://el-flamboyan-garden.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Enchanted Garden,"Riverdale, Ave, The Bronx, NY, 10463",The Bronx,NY,https://www.google.com/search?q=Enchanted Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Randall Community Garden,"1834, Randall, Ave, The Bronx, NY, 10473",The Bronx,NY,https://greenthumb.nycgovparks.org/gardensearch.php%23map-canvas,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
El Coqui Liberation Community Garden,"414, 163rd, St, The Bronx, NY, 10451",The Bronx,NY,https://www.google.com/search?q=El Coqui Liberation Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Willis Avenue Community Garden,"378, Willis, Ave, The Bronx, NY, 10454",The Bronx,NY,https://www.nyrp.org/en/gardens-and-parks/willis-avenue-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Havemayer Community Garden,"535, Havemeyer, Ave, The Bronx, NY, 10473",The Bronx,NY,https://havemayer-community-garden.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 516-986-7477,NYC - Greenmarkets & Gardens,Circular NYC.kml
Grove Hill Learning Garden,"797, Eagle, Ave, The Bronx, NY, 10456",The Bronx,NY,https://cityparksfoundation.org/learning-gardens/,+1 212-360-2745,NYC - Greenmarkets & Gardens,Circular NYC.kml
Cs 134 Community Improvement Garden,"1311, Bristow, St, The Bronx, NY, 10459",The Bronx,NY,https://www.google.com/search?q=Cs 134 Community Improvement Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Belmont Little Farmers,"2483, Belmont, Ave, The Bronx, NY, 10458",The Bronx,NY,https://linktr.ee/BelmontLittleFarmers,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Perry's Garden,"2139, Daly, Ave, The Bronx, NY, 10460",The Bronx,NY,https://www.bronxlandtrust.org/perry-s-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Waterfront Community Garden,"2008, Gildersleeve, Ave, The Bronx, NY, 10473",The Bronx,NY,https://greenthumb.nycgovparks.org/gardensearch.php%23map-canvas,+1 718-617-1241,NYC - Greenmarkets & Gardens,Circular NYC.kml
Melrose New Generation Community Garden,"377, 160th, St, The Bronx, NY, 10451",The Bronx,NY,https://greenthumb.nycgovparks.org/,+1 212-788-8070,NYC - Greenmarkets & Gardens,Circular NYC.kml
Bette's Rose Garden,"1017, Teller, Ave, The Bronx, NY, 10456",The Bronx,NY,https://www.google.com/search?q=Bette's Rose Garden,+1 786-246-2047,NYC - Greenmarkets & Gardens,Circular NYC.kml
Las Casitas Community Garden,"1140, Woodycrest, Ave, The Bronx, NY, 10452",The Bronx,NY,http://www.nycgovparks.org/,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Harding Park Community Garden,"Harding Park Community Garden, The Bronx, NY, 10473",The Bronx,NY,https://greenthumb.nycgovparks.org/gardensearch.php%23map-canvas,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Rainbow Garden of Life and Health,"757, Melrose, Ave, The Bronx, NY, 10451",The Bronx,NY,https://www.google.com/search?q=Rainbow Garden of Life and Health,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
La Finca del Sur,"110, 138th, St, The Bronx, NY, 10451",The Bronx,NY,https://www.facebook.com/lafincadelsur/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Jackson Forest Community Garden,"1143, Forest, Ave, The Bronx, NY, 10456",The Bronx,NY,https://www.google.com/search?q=Jackson Forest Community Garden,+1 646-829-5329,NYC - Greenmarkets & Gardens,Circular NYC.kml
Clay Avenue Community Garden,"1328, Clay, Ave, The Bronx, NY, 10456",The Bronx,NY,https://www.nyrp.org/en/gardens-and-parks/clay-avenue-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Sweet gum garden (Highbridge) 995 Summit Ave BX NY 10452,"995, Summit, Ave, The Bronx, NY, 10452",The Bronx,NY,https://www.google.com/search?q=Sweet gum garden (Highbridge) 995 Summit Ave BX NY 10452,+1 718-664-5671,NYC - Greenmarkets & Gardens,Circular NYC.kml
Jennings Street,"755, Jennings, St, The Bronx, NY, 10459",The Bronx,NY,https://communitygarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Bryant Hill Garden,"901, Bryant, Ave, The Bronx, NY, 10474",The Bronx,NY,https://www.google.com/search?q=Bryant Hill Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Schomburg,"Schomburg, The Bronx, NY, 10459",Bronx,NY,https://www.google.com/search?q=Schomburg,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Rivers Run Garden,"675, Co Op City, Blvd, The Bronx, NY, 10475",The Bronx,NY,https://www.google.com/search?q=Rivers Run Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Eagle Slope Community Garden,"582, Westchester, Ave, The Bronx, NY, 10455",The Bronx,NY,https://www.google.com/search?q=Eagle Slope Community Garden,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Palmas Del Caribe,"869, Eagle, Ave, The Bronx, NY, 10456",The Bronx,NY,https://www.google.com/search?q=Palmas Del Caribe,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Davidson Avenue Community Gardeners Group,"20, 190th, St, The Bronx, NY, 10468",The Bronx,NY,https://www.google.com/search?q=Davidson Avenue Community Gardeners Group,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Synergi Urban Garden 2.0,"1211, Hoe, Ave, The Bronx, NY, 10459",The Bronx,NY,https://m.facebook.com/holisticsynergi/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Kelly Street Garden,"924, Kelly, St, The Bronx, NY, 10459",The Bronx,NY,https://www.kellystreetgarden.org/,+1 347-903-0551,NYC - Greenmarkets & Gardens,Circular NYC.kml
Roxanne Reid Memorial Garden,"625, Castle Hill, Ave, The Bronx, NY, 10473",The Bronx,NY,https://www.google.com/search?q=Roxanne Reid Memorial Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Taqwa Community Farm,"90, 164th, St, The Bronx, NY, 10452",The Bronx,NY,https://www.google.com/search?q=Taqwa Community Farm,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Green Patch on Walton,"1790, Walton, Ave, The Bronx, NY, 10453",The Bronx,NY,https://www.google.com/search?q=Green Patch on Walton,+1 212-602-5321,NYC - Greenmarkets & Gardens,Circular NYC.kml
Highbridge Gardens Community Center,"1145, University, Ave, The Bronx, NY, 10452",The Bronx,NY,https://www.google.com/search?q=Highbridge Gardens Community Center,+1 917-547-2714,NYC - Greenmarkets & Gardens,Circular NYC.kml
New Roots Community Farm,"670, Grand, Concourse, The Bronx, NY, 10451",The Bronx,NY,https://www.google.com/search?q=New Roots Community Farm,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Padre Plaza,"541, 139th, St, The Bronx, NY, 10454",The Bronx,NY,https://www.google.com/search?q=Padre Plaza,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Endor Community Garden,"5263, Fieldston, Rd, The Bronx, NY, 10471",The Bronx,NY,https://www.google.com/search?q=Endor Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Rock Garden Park,"1661-1715, Longfellow, Ave, The Bronx, NY, 10460",The Bronx,NY,https://www.nycgovparks.org/parks/rock-garden-park,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
La Isla USA Community Garden,"836, Elton, Ave, The Bronx, NY, 10451",The Bronx,NY,https://www.google.com/search?q=La Isla USA Community Garden,+1 646-552-2659,NYC - Greenmarkets & Gardens,Circular NYC.kml
Krystal Garden Group,"Vyse, Ave, The Bronx, NY, 10460",The Bronx,NY,https://www.google.com/search?q=Krystal Garden Group,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Garden Of Eden,"1664, Weeks, Ave, The Bronx, NY, 10457",The Bronx,NY,https://www.google.com/search?q=Garden Of Eden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Eastchester Gardens Comm Center,"3016, Yates, Ave, The Bronx, NY, 10469",The Bronx,NY,https://www.google.com/search?q=Eastchester Gardens Comm Center,+1 718-231-7384,NYC - Greenmarkets & Gardens,Circular NYC.kml
Demera/Santiago Garden,"671, Kelly, St, The Bronx, NY, 10455",The Bronx,NY,https://www.google.com/search?q=Demera/Santiago Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Brook Park,"494, 141st, St, The Bronx, NY, 10454",The Bronx,NY,http://www.friendsofbrookpark.org/,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Garden of Happiness,"2144F, Prospect, Ave, The Bronx, NY, 10460",The Bronx,NY,https://www.google.com/search?q=Garden of Happiness,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Mosaic Success Garden,"1315, Ogden, Ave, The Bronx, NY, 10452",The Bronx,NY,https://www.google.com/search?q=Mosaic Success Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Leave It Better Kids Garden,"1970, Grand, Ave, The Bronx, NY, 10453",The Bronx,NY,https://www.google.com/search?q=Leave It Better Kids Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Family Group Garden,"420, 158th, St, The Bronx, NY, 10451",The Bronx,NY,https://www.google.com/search?q=Family Group Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Mabel Hampton Garden,"2116, Morris, Ave, The Bronx, NY, 10453",The Bronx,NY,https://www.nycgovparks.org/parks/morris-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hoe Garden,"958, Hoe, Ave, The Bronx, NY, 10459",The Bronx,NY,https://www.google.com/search?q=Hoe Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
La Isla Garden,"163rd, St, The Bronx, NY, 10452",The Bronx,NY,https://www.google.com/search?q=La Isla Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Vogue,"747, Elton, Ave, The Bronx, NY, 10451",The Bronx,NY,https://www.google.com/search?q=Vogue,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Jardin De Las Rosas,"15, Buchanan, Pl, The Bronx, NY, 10453",The Bronx,NY,https://www.google.com/search?q=Jardin De Las Rosas,+1 212-602-5321,NYC - Greenmarkets & Gardens,Circular NYC.kml
Q Gardens Community Farm,"58, 18th, St, Brooklyn, NY, 11226",Brooklyn,NY,http://qgardens.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Newkirk Community Garden,"736, 8th, St, Brooklyn, NY, 11230",Brooklyn,NY,http://www.newkirkgarden.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
1100 Block Bergen Street Community Garden,"1107, Bergen, St, Brooklyn, NY, 11216",Brooklyn,NY,https://bqlt.org/garden/1100-block-bergen-st-community-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Success Garden,"461, Williams, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Success Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hull Street Garden,"227, Hull, St, Brooklyn, NY, 11233",Brooklyn,NY,https://www.grownyc.org/openspace/gardens/bk/hullst,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Greene Garden,"2, Portland, Ave, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=Greene Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Greene Acres,"349, Greene, Ave, Brooklyn, NY, 11238",Brooklyn,NY,http://www.greeneacresgarden.com/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Lincoln-Berkeley Community Garden,"20, Lincoln, Pl, Brooklyn, NY, 11217",Brooklyn,NY,https://bqlt.org/garden/lincoln-berkeley-community-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
64th Street Community Garden,"373, 64th, St, Brooklyn, NY, 11220",Brooklyn,NY,http://64thstcommunitygarden.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Ponderosa Garden,"664, 105th, St, Brooklyn, NY, 11236",Brooklyn,NY,https://www.google.com/search?q=Ponderosa Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Phoenix,"2037, Fulton, St, Brooklyn, NY, 11233",Brooklyn,NY,http://phoenixcommunitygarden.org/,+1 347-384-6017,NYC - Greenmarkets & Gardens,Circular NYC.kml
Nehemiah Ten Community Garden,"567, Barbey, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Nehemiah Ten Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Whole Neighborhood Garden,"1001, Bedford, Ave, Brooklyn, NY, 11205",Brooklyn,NY,https://www.grownyc.org/openspace/gardens/bk/whole-neighborhood-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Red Shed Community Garden,"266, Skillman, Ave, Brooklyn, NY, 11211",Brooklyn,NY,http://redshedgarden.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Vinegar Hill Community Garden & Public Compost Drop-Off (Sundays 12:30-2p),"199, York, St, Brooklyn, NY, 11201",Brooklyn,NY,http://vinegarhill.garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
GreenSpace @ President Street,"222, 5th, Ave, Brooklyn, NY, 11215",Brooklyn,NY,http://banglandtrust.org/,+1 917-856-7456,NYC - Greenmarkets & Gardens,Circular NYC.kml
Imani Community Garden,"87-91, Schenectady, Ave, Brooklyn, NY, 11213",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/lmani-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Pacific Bears Community Garden,"150, Flatbush, Ave, Brooklyn, NY, 11217",Brooklyn,NY,https://brooklynbears.wordpress.com/pacific-street/,+1 917-856-7456,NYC - Greenmarkets & Gardens,Circular NYC.kml
Chestnut Street Community Garden,"9, Chestnut, St, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Chestnut Street Community Garden,+1 504-994-2145,NYC - Greenmarkets & Gardens,Circular NYC.kml
Wyckoff-Bond,"195, Wyckoff, St, Brooklyn, NY, 11217",Brooklyn,NY,http://wyckoffbondgarden.wordpress.com/,+1 516-413-7462,NYC - Greenmarkets & Gardens,Circular NYC.kml
Rockwell Place Community Garden,"104, Rockwell, Pl, Brooklyn, NY, 11217",Brooklyn,NY,https://brooklynbears.wordpress.com/rockwell/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Myrtle Village Green,"638, Myrtle, Ave, Brooklyn, NY, 11205",Brooklyn,NY,https://www.myrtlegreen.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Warren St. Marks,"619-623, Warren, St, Brooklyn, NY, 11217",Brooklyn,NY,http://wsgarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Cooper Street Community Garden,"34, Cooper, St, Brooklyn, NY, 11207",Brooklyn,NY,http://nyrp.org/gardens-and-parks/cooper-street-community-garden,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Essex Street Community Garden,"3030, Fulton, St, Brooklyn, NY, 11208",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/essex-street-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
El Garden,"120, Jefferson, St, Brooklyn, NY, 11206",Brooklyn,NY,https://www.google.com/search?q=El Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
462 Halsey,"462, Halsey, St, Brooklyn, NY, 11233",Brooklyn,NY,http://462halsey.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Aberdeen Street Community Garden,"98, Aberdeen, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.nyrp.org/gardens-and-parks/aberdeen-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
P.S. 4K - Paradise Garden,"676, Glenmore, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=P.S. 4K - Paradise Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hull Street Community Garden,"145, Hull, St, Brooklyn, NY, 11233",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/hull-street-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Saint Marks Avenue/Prospect Heights Community Garden,"207, St Marks, Ave, Brooklyn, NY, 11238",Brooklyn,NY,https://bqlt.org/garden/st-marks-avenue-prospect-heights-community-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Amboy Street Garden,"208, Amboy, St, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Amboy Street Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Union Street Garden and Community Development,"1027, Union, St, Brooklyn, NY, 11225",Brooklyn,NY,https://www.unionstreetgarden.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hendrix Street Community Garden,"532, Hendrix, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/hendrix-street-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Serenity Community Garden,"4402, L, Brooklyn, NY, 11234",Brooklyn,NY,https://bqlt.org/garden/serenity,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Summit Street,"85, Summit, St, Brooklyn, NY, 11231",Brooklyn,NY,https://summitstreetgarden.wordpress.com/,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Montauk Community Garden,"214, Montauk, Ave., Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Montauk Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
A Better Community Garden,"1, Hunterfly, Pl, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=A Better Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Central Bainbridge Street Community Garden,"279, Bainbridge, St., Brooklyn, NY, 11233",Brooklyn,NY,http://bqlt.org/garden/central-bainbridge-st-community-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Willowtown,"46, Columbia, Pl, Brooklyn, NY, 11201",Brooklyn,NY,http://www.willowtown.org/garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Santos White Community Garden,"2110, Mermaid, Ave, Brooklyn, NY, 11224",Brooklyn,NY,https://www.google.com/search?q=Santos White Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Williams Avenue Community Garden,"88, Williams, Ave, Brooklyn, NY, 11207",Brooklyn,NY,http://www.nyrp.org/Parks_and_Gardens/Community_Gardens/Brooklyn/Williams_Avenue_Community_Garden,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Decatur Street Community Garden,"1052, Decatur, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/decatur-street-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Halsey Ralph & Howard Community Garden,"774, Halsey, St, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=Halsey Ralph & Howard Community Garden,+1 347-790-8174,NYC - Greenmarkets & Gardens,Circular NYC.kml
Prospect Heights Community Farm,"252-256, St Marks, Ave, Brooklyn, NY, 11238",Brooklyn,NY,http://www.phcfarm.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Bedford Stuyvesant Community Garden,"95, Malcolm X, Blvd, Brooklyn, NY, 11221",Brooklyn,NY,http://www.nyrp.org/Parks_and_Gardens/Community_Gardens/Brooklyn/Bedford-Stuyvesant_Community_Garden,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Moffat Street Community Garden,"9, Moffat, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Moffat Street Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
P.S. 39 Edible Community Garden,"P.S. 39 Edible Community Garden, Brooklyn, NY, 11215",Brooklyn,NY,https://www.google.com/search?q=P.S. 39 Edible Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Los Colibríes,"217, 34th, St, Brooklyn, NY, 11232",Brooklyn,NY,https://m.facebook.com/jardin34/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Northside Community Garden,"599, Driggs, Ave, Brooklyn, NY, 11211",Brooklyn,NY,http://northsidecommunitygardenny.blogspot.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Greenspace on 4th,"207, 4th, Ave, Brooklyn, NY, 11217",Brooklyn,NY,http://greenspaceon4th.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Highland Park Community Garden,"398, Jamaica, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Highland Park Community Garden,+1 718-235-4100,NYC - Greenmarkets & Gardens,Circular NYC.kml
Green Dome Garden,"227-235, 12th, St, Brooklyn, NY, 11211",Brooklyn,NY,https://www.instagram.com/greendome_garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
La Finca Garden,"1036, Flushing, Ave, Brooklyn, NY, 11237",Brooklyn,NY,https://www.google.com/search?q=La Finca Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Sunshine,"59, McKibbin, St, Brooklyn, NY, 11206",Brooklyn,NY,https://www.google.com/search?q=Sunshine,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Clara's Garden,"579, Glenmore, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Clara's Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Crystal & Wells Community Garden,"23, Crystal, St, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Crystal & Wells Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Concerned Citizens of Grove Street,"72, Grove, St, Brooklyn, NY, 11221",Brooklyn,NY,http://concerncite.blogspot.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Miraflores,"900, Broadway, Brooklyn, NY, 11206",Brooklyn,NY,https://www.google.com/search?q=Miraflores,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
People's Garden,"1237, Broadway, Brooklyn, NY, 11221",Brooklyn,NY,http://bqlt.org/garden/the-peoples-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Jefferson Street Community Garden,"321, Jefferson, St, Brooklyn, NY, 11237",Brooklyn,NY,https://www.google.com/search?q=Jefferson Street Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
East End Community Garden,"530, Glenmore, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=East End Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Olive Street Garden,"21-27, Olive, St, Brooklyn, NY, 11211",Brooklyn,NY,https://www.google.com/search?q=Olive Street Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Bridge Plaza Community Garden,"163, Concord, St, Brooklyn, NY, 11201",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/bridge-plaza-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Rogers/Tilden/Veronica Place Garden,"2601, Tilden, Ave, Brooklyn, NY, 11226",Brooklyn,NY,https://bqlt.org/garden/rogers-tilden-veronica-place-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
